Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javapoet,com.squareup.javapoet,TypeSpecTest,typeVariables,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Comparable;\n"+ "import java.lang.Number;\n"+ "import java.lang.Override;\n"+ "import java.lang.UnsupportedOperationException;\n"+ "\n"+ "class Location<T` P extends Number> implements Comparable<P> {\n"+ " T label;\n"+ "\n"+ " P x;\n"+ "\n"+ " P y;\n"+ "\n"+ " @Override\n"+ " public int compareTo(P p) {\n"+ " return 0;\n"+ " }\n"+ "\n"+ " public static <T` P extends Number> Location<T` P> of(T label` P x` P y) {\n"+ " throw new UnsupportedOperationException(\"TODO\");\n"+ " }\n"+ "}\n");" is 597.,552
javapoet,com.squareup.javapoet,TypeSpecTest,typeVariableWithBounds,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.classBuilder("Location").addTypeVariable(p.withBounds(Comparable.class)).addTypeVariable(q.withBounds(Comparable.class)).addField(p`"x").addField(q`"y").build();" is 188.,607
javapoet,com.squareup.javapoet,TypeSpecTest,typeVariableWithBounds,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Comparable;\n"+ "import java.lang.Number;\n"+ "\n"+ "class Location<P extends Number & Comparable` @A Q extends Number & Comparable> {\n"+ " P x;\n"+ "\n"+ " @A Q y;\n"+ "}\n");" is 281.,607
javapoet,com.squareup.javapoet,TypeSpecTest,classImplementsExtends,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.classBuilder("Taco").addModifiers(Modifier.ABSTRACT).superclass(ParameterizedTypeName.get(ClassName.get(AbstractSet.class)`food)).addSuperinterface(Serializable.class).addSuperinterface(ParameterizedTypeName.get(ClassName.get(Comparable.class)`taco)).build();" is 286.,630
javapoet,com.squareup.javapoet,TypeSpecTest,classImplementsExtends,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.Serializable;\n"+ "import java.lang.Comparable;\n"+ "import java.util.AbstractSet;\n"+ "\n"+ "abstract class Taco extends AbstractSet<Food> "+ "implements Serializable` Comparable<Taco> {\n"+ "}\n");" is 301.,630
javapoet,com.squareup.javapoet,TypeSpecTest,classImplementsNestedClass,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.classBuilder("Outer").superclass(ParameterizedTypeName.get(callable`inner)).addType(TypeSpec.classBuilder("Inner").addModifiers(Modifier.STATIC).build()).build();" is 189.,651
javapoet,com.squareup.javapoet,TypeSpecTest,classImplementsNestedClass,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.util.concurrent.Callable;\n"+ "\n"+ "class Outer extends Callable<Outer.Inner> {\n"+ " static class Inner {\n"+ " }\n"+ "}\n");" is 226.,651
javapoet,com.squareup.javapoet,TypeSpecTest,enumImplements,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.enumBuilder("Food").addSuperinterface(Serializable.class).addSuperinterface(Cloneable.class).addEnumConstant("LEAN_GROUND_BEEF").addEnumConstant("SHREDDED_CHEESE").build();" is 199.,674
javapoet,com.squareup.javapoet,TypeSpecTest,enumImplements,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.Serializable;\n"+ "import java.lang.Cloneable;\n"+ "\n"+ "enum Food implements Serializable` Cloneable {\n"+ " LEAN_GROUND_BEEF`\n"+ "\n"+ " SHREDDED_CHEESE\n"+ "}\n");" is 270.,674
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceExtends,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.interfaceBuilder("Taco").addSuperinterface(Serializable.class).addSuperinterface(ParameterizedTypeName.get(ClassName.get(Comparable.class)`taco)).build();" is 181.,694
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceExtends,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.Serializable;\n"+ "import java.lang.Comparable;\n"+ "\n"+ "interface Taco extends Serializable` Comparable<Taco> {\n"+ "}\n");" is 228.,694
javapoet,com.squareup.javapoet,TypeSpecTest,nestedClasses,Long Statement,The length of the statement "TypeSpec typeSpec=TypeSpec.classBuilder("Combo").addField(taco`"taco").addField(chips`"chips").addType(TypeSpec.classBuilder(taco.simpleName()).addModifiers(Modifier.STATIC).addField(ParameterizedTypeName.get(ClassName.get(List.class)`topping)`"toppings").addField(sauce`"sauce").addType(TypeSpec.enumBuilder(topping.simpleName()).addEnumConstant("SHREDDED_CHEESE").addEnumConstant("LEAN_GROUND_BEEF").build()).build()).addType(TypeSpec.classBuilder(chips.simpleName()).addModifiers(Modifier.STATIC).addField(topping`"topping").addField(sauce`"dippingSauce").build()).addType(TypeSpec.enumBuilder(sauce.simpleName()).addEnumConstant("SOUR_CREAM").addEnumConstant("SALSA").addEnumConstant("QUESO").addEnumConstant("MILD").addEnumConstant("FIRE").build()).build();" is 762.,710
javapoet,com.squareup.javapoet,TypeSpecTest,nestedClasses,Long Statement,The length of the statement "assertThat(toString(typeSpec)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.util.List;\n"+ "\n"+ "class Combo {\n"+ " Taco taco;\n"+ "\n"+ " Chips chips;\n"+ "\n"+ " static class Taco {\n"+ " List<Topping> toppings;\n"+ "\n"+ " Sauce sauce;\n"+ "\n"+ " enum Topping {\n"+ " SHREDDED_CHEESE`\n"+ "\n"+ " LEAN_GROUND_BEEF\n"+ " }\n"+ " }\n"+ "\n"+ " static class Chips {\n"+ " Taco.Topping topping;\n"+ "\n"+ " Sauce dippingSauce;\n"+ " }\n"+ "\n"+ " enum Sauce {\n"+ " SOUR_CREAM`\n"+ "\n"+ " SALSA`\n"+ "\n"+ " QUESO`\n"+ "\n"+ " MILD`\n"+ "\n"+ " FIRE\n"+ " }\n"+ "}\n");" is 595.,710
javapoet,com.squareup.javapoet,TypeSpecTest,annotation,Long Statement,The length of the statement "TypeSpec annotation=TypeSpec.annotationBuilder("MyAnnotation").addModifiers(Modifier.PUBLIC).addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PUBLIC`Modifier.ABSTRACT).defaultValue("$L"`0).returns(int.class).build()).build();" is 241.,783
javapoet,com.squareup.javapoet,TypeSpecTest,annotation,Long Statement,The length of the statement "assertThat(toString(annotation)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "public @interface MyAnnotation {\n"+ " int test() default 0;\n"+ "}\n");" is 161.,783
javapoet,com.squareup.javapoet,TypeSpecTest,innerAnnotationInAnnotationDeclaration,Long Statement,The length of the statement "TypeSpec bar=TypeSpec.annotationBuilder("Bar").addMethod(MethodSpec.methodBuilder("value").addModifiers(Modifier.PUBLIC`Modifier.ABSTRACT).defaultValue("@$T"`Deprecated.class).returns(Deprecated.class).build()).build();" is 219.,802
javapoet,com.squareup.javapoet,TypeSpecTest,innerAnnotationInAnnotationDeclaration,Long Statement,The length of the statement "assertThat(toString(bar)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Deprecated;\n"+ "\n"+ "@interface Bar {\n"+ " Deprecated value() default @Deprecated;\n"+ "}\n");" is 196.,802
javapoet,com.squareup.javapoet,TypeSpecTest,annotationWithFields,Long Statement,The length of the statement "FieldSpec field=FieldSpec.builder(int.class`"FOO").addModifiers(Modifier.PUBLIC`Modifier.STATIC`Modifier.FINAL).initializer("$L"`101).build();" is 142.,822
javapoet,com.squareup.javapoet,TypeSpecTest,annotationWithFields,Long Statement,The length of the statement "assertThat(toString(anno)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "@interface Anno {\n"+ " int FOO = 101;\n"+ "}\n");" is 133.,822
javapoet,com.squareup.javapoet,TypeSpecTest,annotationWithFields,Magic Number,The method contains a magic number: 101,822
javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultValueForMethod,Empty catch clause,The method has an empty catch block.,841
javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultValueForMethod,Long Statement,The length of the statement "TypeSpec.classBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PUBLIC).defaultValue("0").returns(int.class).build()).build();" is 158.,841
javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultMethods,Empty catch clause,The method has an empty catch block.,856
javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultMethods,Long Statement,The length of the statement "TypeSpec.classBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PUBLIC`Modifier.DEFAULT).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 219.,856
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceStaticMethods,Long Statement,The length of the statement "TypeSpec bar=TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PUBLIC`Modifier.STATIC).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 235.,871
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceStaticMethods,Long Statement,The length of the statement "assertThat(toString(bar)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "interface Tacos {\n"+ " static int test() {\n"+ " return 0;\n"+ " }\n"+ "}\n");" is 161.,871
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceDefaultMethods,Long Statement,The length of the statement "TypeSpec bar=TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PUBLIC`Modifier.DEFAULT).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 236.,892
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceDefaultMethods,Long Statement,The length of the statement "assertThat(toString(bar)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "interface Tacos {\n"+ " default int test() {\n"+ " return 0;\n"+ " }\n"+ "}\n");" is 162.,892
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,Empty catch clause,The method has an empty catch block.,913
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,Empty catch clause,The method has an empty catch block.,913
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,Empty catch clause,The method has an empty catch block.,913
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,Long Statement,The length of the statement "TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PRIVATE`Modifier.DEFAULT).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 224.,913
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,Long Statement,The length of the statement "TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PRIVATE`Modifier.ABSTRACT).returns(int.class).build()).build();" is 163.,913
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,Long Statement,The length of the statement "TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PRIVATE`Modifier.PUBLIC).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 223.,913
javapoet,com.squareup.javapoet,TypeSpecTest,interfacePrivateMethods,Long Statement,The length of the statement "TypeSpec bar=TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PRIVATE).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 220.,951
javapoet,com.squareup.javapoet,TypeSpecTest,interfacePrivateMethods,Long Statement,The length of the statement "assertThat(toString(bar)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "interface Tacos {\n"+ " private int test() {\n"+ " return 0;\n"+ " }\n"+ "}\n");" is 162.,951
javapoet,com.squareup.javapoet,TypeSpecTest,interfacePrivateMethods,Long Statement,The length of the statement "bar=TypeSpec.interfaceBuilder("Tacos").addMethod(MethodSpec.methodBuilder("test").addModifiers(Modifier.PRIVATE`Modifier.STATIC).returns(int.class).addCode(CodeBlock.builder().addStatement("return 0").build()).build()).build();" is 227.,951
javapoet,com.squareup.javapoet,TypeSpecTest,interfacePrivateMethods,Long Statement,The length of the statement "assertThat(toString(bar)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "interface Tacos {\n"+ " private static int test() {\n"+ " return 0;\n"+ " }\n"+ "}\n");" is 169.,951
javapoet,com.squareup.javapoet,TypeSpecTest,referencedAndDeclaredSimpleNamesConflict,Long Statement,The length of the statement "FieldSpec internalBottom=FieldSpec.builder(ClassName.get(tacosPackage`"Top"`"Middle"`"Bottom")`"internalBottom").build();" is 121.,990
javapoet,com.squareup.javapoet,TypeSpecTest,referencedAndDeclaredSimpleNamesConflict,Long Statement,The length of the statement "TypeSpec top=TypeSpec.classBuilder("Top").addField(internalTop).addField(internalBottom).addField(externalTop).addField(externalBottom).addType(TypeSpec.classBuilder("Middle").addField(internalTop).addField(internalBottom).addField(externalTop).addField(externalBottom).addType(TypeSpec.classBuilder("Bottom").addField(internalTop).addField(internalBottom).addField(externalTop).addField(externalBottom).build()).build()).build();" is 430.,990
javapoet,com.squareup.javapoet,TypeSpecTest,referencedAndDeclaredSimpleNamesConflict,Long Statement,The length of the statement "assertThat(toString(top)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import com.squareup.donuts.Bottom;\n"+ "\n"+ "class Top {\n"+ " Top internalTop;\n"+ "\n"+ " Middle.Bottom internalBottom;\n"+ "\n"+ " com.squareup.donuts.Top externalTop;\n"+ "\n"+ " Bottom externalBottom;\n"+ "\n"+ " class Middle {\n"+ " Top internalTop;\n"+ "\n"+ " Bottom internalBottom;\n"+ "\n"+ " com.squareup.donuts.Top externalTop;\n"+ "\n"+ " com.squareup.donuts.Bottom externalBottom;\n"+ "\n"+ " class Bottom {\n"+ " Top internalTop;\n"+ "\n"+ " Bottom internalBottom;\n"+ "\n"+ " com.squareup.donuts.Top externalTop;\n"+ "\n"+ " com.squareup.donuts.Bottom externalBottom;\n"+ " }\n"+ " }\n"+ "}\n");" is 694.,990
javapoet,com.squareup.javapoet,TypeSpecTest,simpleNamesConflictInThisAndOtherPackage,Long Statement,The length of the statement "assertThat(toString(gen)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Gen {\n"+ " Other internalOther;\n"+ "\n"+ " com.squareup.donuts.Other externalOther;\n"+ "}\n");" is 185.,1053
javapoet,com.squareup.javapoet,TypeSpecTest,simpleNameConflictsWithTypeVariable,Long Statement,The length of the statement "TypeSpec gen=TypeSpec.classBuilder("Gen").addTypeVariable(TypeVariableName.get("InPackage")).addTypeVariable(TypeVariableName.get("OtherType")).addField(FieldSpec.builder(inPackage`"inPackage").build()).addField(FieldSpec.builder(otherType`"otherType").build()).addMethod(MethodSpec.methodBuilder("withTypeVariables").addTypeVariable(TypeVariableName.get("MethodInPackage")).addTypeVariable(TypeVariableName.get("MethodOtherType")).addStatement("$T inPackage = null"`methodInPackage).addStatement("$T otherType = null"`methodOtherType).build()).addMethod(MethodSpec.methodBuilder("withoutTypeVariables").addStatement("$T inPackage = null"`methodInPackage).addStatement("$T otherType = null"`methodOtherType).build()).addMethod(MethodSpec.methodBuilder("againWithTypeVariables").addTypeVariable(TypeVariableName.get("MethodInPackage")).addTypeVariable(TypeVariableName.get("MethodOtherType")).addStatement("$T inPackage = null"`methodInPackage).addStatement("$T otherType = null"`methodOtherType).build()).addMethod(MethodSpec.methodBuilder("masksEnclosingTypeVariable").addTypeVariable(TypeVariableName.get("InPackage")).build()).addMethod(MethodSpec.methodBuilder("hasSimpleNameThatWasPreviouslyMasked").addStatement("$T inPackage = null"`inPackage).build()).build();" is 1268.,1072
javapoet,com.squareup.javapoet,TypeSpecTest,simpleNameConflictsWithTypeVariable,Long Statement,The length of the statement "assertThat(toString(gen)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import com.other.MethodOtherType;\n"+ "\n"+ "class Gen<InPackage` OtherType> {\n"+ " com.squareup.tacos.InPackage inPackage;\n"+ "\n"+ " com.other.OtherType otherType;\n"+ "\n"+ " <MethodInPackage` MethodOtherType> void withTypeVariables() {\n"+ " com.squareup.tacos.MethodInPackage inPackage = null;\n"+ " com.other.MethodOtherType otherType = null;\n"+ " }\n"+ "\n"+ " void withoutTypeVariables() {\n"+ " MethodInPackage inPackage = null;\n"+ " MethodOtherType otherType = null;\n"+ " }\n"+ "\n"+ " <MethodInPackage` MethodOtherType> void againWithTypeVariables() {\n"+ " com.squareup.tacos.MethodInPackage inPackage = null;\n"+ " com.other.MethodOtherType otherType = null;\n"+ " }\n"+ "\n"+ " <InPackage> void masksEnclosingTypeVariable() {\n"+ " }\n"+ "\n"+ " void hasSimpleNameThatWasPreviouslyMasked() {\n"+ " com.squareup.tacos.InPackage inPackage = null;\n"+ " }\n"+ "}\n");" is 965.,1072
javapoet,com.squareup.javapoet,TypeSpecTest,originatingElementsIncludesThoseOfNestedTypes,Long Statement,The length of the statement "TypeSpec outer=TypeSpec.classBuilder("Outer").addOriginatingElement(outerElement).addType(TypeSpec.classBuilder("Inner").addOriginatingElement(innerElement).build()).build();" is 174.,1140
javapoet,com.squareup.javapoet,TypeSpecTest,intersectionType,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("getComparator").addTypeVariable(typeVariable).returns(typeVariable).addCode("return null;\n").build()).build();" is 191.,1152
javapoet,com.squareup.javapoet,TypeSpecTest,intersectionType,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.io.Serializable;\n"+ "import java.util.Comparator;\n"+ "\n"+ "class Taco {\n"+ " <T extends Comparator & Serializable> T getComparator() {\n"+ " return null;\n"+ " }\n"+ "}\n");" is 272.,1152
javapoet,com.squareup.javapoet,TypeSpecTest,arrayType,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "class Taco {\n"+ " int[] ints;\n"+ "}\n");" is 125.,1174
javapoet,com.squareup.javapoet,TypeSpecTest,javadoc,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addJavadoc("A hard or soft tortilla` loosely folded and filled with whatever {@link \n").addJavadoc("{@link $T random} tex-mex stuff we could find in the pantry\n"`Random.class).addJavadoc(CodeBlock.of("and some {@link $T} cheese.\n"`String.class)).addField(FieldSpec.builder(boolean.class`"soft").addJavadoc("True for a soft flour tortilla; false for a crunchy corn tortilla.\n").build()).addMethod(MethodSpec.methodBuilder("refold").addJavadoc("Folds the back of this taco to reduce sauce leakage.\n" + "\n" + "<p>For {@link $T#KOREAN}` the front may also be folded.\n"`Locale.class).addParameter(Locale.class`"locale").build()).build();" is 683.,1186
javapoet,com.squareup.javapoet,TypeSpecTest,javadoc,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.util.Locale;\n"+ "\n"+ "/**\n"+ " * A hard or soft tortilla` loosely folded and filled with whatever {@link \n"+ " * {@link java.util.Random random} tex-mex stuff we could find in the pantry\n"+ " * and some {@link java.lang.String} cheese.\n"+ " */\n"+ "class Taco {\n"+ " /**\n"+ " * True for a soft flour tortilla; false for a crunchy corn tortilla.\n"+ " */\n"+ " boolean soft;\n"+ "\n"+ " /**\n"+ " * Folds the back of this taco to reduce sauce leakage.\n"+ " *\n"+ " * <p>For {@link Locale#KOREAN}` the front may also be folded.\n"+ " */\n"+ " void refold(Locale locale) {\n"+ " }\n"+ "}\n");" is 693.,1186
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsInAnnotations,Long Statement,The length of the statement "TypeSpec menu=TypeSpec.classBuilder("Menu").addAnnotation(AnnotationSpec.builder(mealDeal).addMember("price"`"$L"`500).addMember("options"`"$L"`AnnotationSpec.builder(option).addMember("name"`"$S"`"taco").addMember("meat"`"$T.class"`beef).build()).addMember("options"`"$L"`AnnotationSpec.builder(option).addMember("name"`"$S"`"quesadilla").addMember("meat"`"$T.class"`chicken).build()).build()).build();" is 403.,1229
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsInAnnotations,Long Statement,The length of the statement "assertThat(toString(menu)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "@MealDeal(\n"+ " price = 500`\n"+ " options = {\n"+ " @Option(name = \"taco\"` meat = Beef.class)`\n"+ " @Option(name = \"quesadilla\"` meat = Chicken.class)\n"+ " }\n"+ ")\n"+ "class Menu {\n"+ "}\n");" is 285.,1229
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsInAnnotations,Magic Number,The method contains a magic number: 500,1229
javapoet,com.squareup.javapoet,TypeSpecTest,varargs,Long Statement,The length of the statement "TypeSpec taqueria=TypeSpec.classBuilder("Taqueria").addMethod(MethodSpec.methodBuilder("prepare").addParameter(int.class`"workers").addParameter(Runnable[].class`"jobs").varargs().build()).build();" is 197.,1261
javapoet,com.squareup.javapoet,TypeSpecTest,varargs,Long Statement,The length of the statement "assertThat(toString(taqueria)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.Runnable;\n"+ "\n"+ "class Taqueria {\n"+ " void prepare(int workers` Runnable... jobs) {\n"+ " }\n"+ "}\n");" is 213.,1261
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,Long Statement,The length of the statement "CodeBlock ifBlock=CodeBlock.builder().beginControlFlow("if (!a.equals(b))").addStatement("return i").endControlFlow().build();" is 126.,1280
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,Long Statement,The length of the statement "CodeBlock methodBody=CodeBlock.builder().addStatement("$T size = $T.min(listA.size()` listB.size())"`int.class`Math.class).beginControlFlow("for ($T i = 0; i < size; i++)"`int.class).addStatement("$T $N = $N.get(i)"`String.class`"a"`"listA").addStatement("$T $N = $N.get(i)"`String.class`"b"`"listB").add("$L"`ifBlock).endControlFlow().addStatement("return size").build();" is 372.,1280
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,Long Statement,The length of the statement "CodeBlock fieldBlock=CodeBlock.builder().add("$>$>").add("\n$T.<$T` $T>builder()$>$>"`ImmutableMap.class`String.class`String.class).add("\n.add($S` $S)"`'\''`"&#39;").add("\n.add($S` $S)"`'&'`"&amp;").add("\n.add($S` $S)"`'<'`"&lt;").add("\n.add($S` $S)"`'>'`"&gt;").add("\n.build()$<$<").add("$<$<").build();" is 309.,1280
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,Long Statement,The length of the statement "FieldSpec escapeHtml=FieldSpec.builder(ParameterizedTypeName.get(Map.class`String.class`String.class)`"ESCAPE_HTML").addModifiers(Modifier.PRIVATE`Modifier.STATIC`Modifier.FINAL).initializer(fieldBlock).build();" is 211.,1280
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,Long Statement,The length of the statement "TypeSpec util=TypeSpec.classBuilder("Util").addField(escapeHtml).addMethod(MethodSpec.methodBuilder("commonPrefixLength").returns(int.class).addParameter(ParameterizedTypeName.get(List.class`String.class)`"listA").addParameter(ParameterizedTypeName.get(List.class`String.class)`"listB").addCode(methodBody).build()).build();" is 324.,1280
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,Long Statement,The length of the statement "assertThat(toString(util)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import com.google.common.collect.ImmutableMap;\n"+ "import java.lang.Math;\n"+ "import java.lang.String;\n"+ "import java.util.List;\n"+ "import java.util.Map;\n"+ "\n"+ "class Util {\n"+ " private static final Map<String` String> ESCAPE_HTML = \n"+ " ImmutableMap.<String` String>builder()\n"+ " .add(\"\'\"` \"&#39;\")\n"+ " .add(\"&\"` \"&amp;\")\n"+ " .add(\"<\"` \"&lt;\")\n"+ " .add(\">\"` \"&gt;\")\n"+ " .build();\n"+ "\n"+ " int commonPrefixLength(List<String> listA` List<String> listB) {\n"+ " int size = Math.min(listA.size()` listB.size());\n"+ " for (int i = 0; i < size; i++) {\n"+ " String a = listA.get(i);\n"+ " String b = listB.get(i);\n"+ " if (!a.equals(b)) {\n"+ " return i;\n"+ " }\n"+ " }\n"+ " return size;\n"+ " }\n"+ "}\n");" is 834.,1280
javapoet,com.squareup.javapoet,TypeSpecTest,indexedElseIf,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("choices").beginControlFlow("if ($1L != null || $1L == $2L)"`"taco"`"otherTaco").addStatement("$T.out.println($S)"`System.class`"only one taco? NOO!").nextControlFlow("else if ($1L.$3L && $2L.$3L)"`"taco"`"otherTaco"`"isSupreme()").addStatement("$T.out.println($S)"`System.class`"taco heaven").endControlFlow().build()).build();" is 407.,1351
javapoet,com.squareup.javapoet,TypeSpecTest,indexedElseIf,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.System;\n"+ "\n"+ "class Taco {\n"+ " void choices() {\n"+ " if (taco != null || taco == otherTaco) {\n"+ " System.out.println(\"only one taco? NOO!\");\n"+ " } else if (taco.isSupreme() && otherTaco.isSupreme()) {\n"+ " System.out.println(\"taco heaven\");\n"+ " }\n"+ " }\n"+ "}\n");" is 385.,1351
javapoet,com.squareup.javapoet,TypeSpecTest,elseIf,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("choices").beginControlFlow("if (5 < 4) ").addStatement("$T.out.println($S)"`System.class`"wat").nextControlFlow("else if (5 < 6)").addStatement("$T.out.println($S)"`System.class`"hello").endControlFlow().build()).build();" is 301.,1377
javapoet,com.squareup.javapoet,TypeSpecTest,elseIf,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.System;\n"+ "\n"+ "class Taco {\n"+ " void choices() {\n"+ " if (5 < 4) {\n"+ " System.out.println(\"wat\");\n"+ " } else if (5 < 6) {\n"+ " System.out.println(\"hello\");\n"+ " }\n"+ " }\n"+ "}\n");" is 299.,1377
javapoet,com.squareup.javapoet,TypeSpecTest,doWhile,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("loopForever").beginControlFlow("do").addStatement("$T.out.println($S)"`System.class`"hello").endControlFlow("while (5 < 6)").build()).build();" is 222.,1403
javapoet,com.squareup.javapoet,TypeSpecTest,doWhile,Long Statement,The length of the statement "assertThat(toString(taco)).isEqualTo("" + "package com.squareup.tacos;\n" + "\n"+ "import java.lang.System;\n"+ "\n"+ "class Taco {\n"+ " void loopForever() {\n"+ " do {\n"+ " System.out.println(\"hello\");\n"+ " } while (5 < 6);\n"+ " }\n"+ "}\n");" is 249.,1403
javapoet,com.squareup.javapoet,TypeSpecTest,inlineIndent,Long Statement,The length of the statement "TypeSpec taco=TypeSpec.classBuilder("Taco").addMethod(MethodSpec.methodBuilder("inlineIndent").addCode("if (3 < 4) {\n$>$T.out.println($S);\n$<}\n"`System.class`"hello").build()).build();" is 187.,1425
